Id,city,age,sex,social_class,primary_business,secondary_business,annual_income,monthly_expenses,old_dependents,young_dependents,home_ownership,type_of_house,occupants_count,house_area,sanitary_availability,water_availabity,loan_purpose,loan_tenure,loan_installments,loan_amount
211,Gwalior,40,F,OBC,General store,Others,21000,4000,0,2,1,R,5,600,1,0.5,Retail Store,12,12,5000
212,Mathurapur,50,F,General,Fish vendor,none,5000,3700,0,1,1,T2,4,300,1,0.5,Meat Businesses,12,50,5000
213,Noorsaray,40,F,Hindu,Buffalo rearing,Agriculture,50000,4000,0,6,1,T1,8,25,1,0.5,Animal husbandry,12,12,5000
214,Noorsaray,50,F,Hindu,Goat rearing,Daily wage labourer,30,3000,0,3,1,T1,6,25,1,0.5,Meat Businesses,12,12,5000
215,Mathurapur,45,F,General,General store,none,42000,3400,0,1,1,T2,2,300,1,0.5,Retail Store,12,50,5000
216,Mathurapur,26,F,General,Embroidery work,none,42000,3400,0,2,1,T2,2,200,1,0.5,Handicrafts,12,50,5000
217,Mathurapur,23,F,General,Artificial Flower Making,none,36000,2900,0,1,1,T1,2,200,1,0.5,Flower Business,12,50,5000
218,Mathurapur,26,F,General,Embroidery work,none,48000,3900,0,2,1,T1,2,200,1,0.5,Handicrafts,12,50,5000
219,Mathurapur,23,F,General,Tailoring,none,38400,3200,0,2,1,T1,2,300,1,0.5,Apparels,12,50,8000
220,Noorsaray,47,F,Hindu,Paddy cultivation,none,50000,80000,0,1,1,T1,5,30,1,0.5,Farming/ Agriculture,12,12,5000
221,Noorsaray,43,F,Hindu,Buffalo rearing,none,50000,90000,0,3,1,T2,5,25,1,0.5,Animal husbandry,12,12,5000
222,Noorsaray,30,F,Hindu,Vegetable cultivation,Daily wage labourer,50000,80000,0,5,1,T1,7,30,1,0.5,Farming/ Agriculture,12,12,5000
223,Noorsaray,53,F,Hindu,Buffalo rearing,none,30000,20000,0,0,1,T1,2,25,1,0.5,Animal husbandry,12,12,5000
224,,51,F,Hindu,Buffalo rearing,none,30000,50000,0,0,1,T2,4,30,1,0.5,Animal husbandry,12,12,5000
225,,54,F,Hindu,Buffalo rearing,Agriculture,34000,34000,0,0,1,T1,3,25,1,0.5,Animal husbandry,12,12,5000
226,Noorsaray,50,F,Hindu,Buffalo rearing,Agriculture,40000,90000,0,3,1,T1,5,30,1,0.5,Animal husbandry,12,12,5000
227,Noorsaray,28,F,Hindu,Buffalo rearing,Agriculture,40000,80000,0,3,1,T2,5,25,1,0.5,Animal husbandry,12,12,5000
228,,43,F,OBC,Vegetable cultivation,Daily wage labourer,25000,30000,0,1,1,T2,3,25,1,0.5,Farming/ Agriculture,12,12,5000
229,,28,F,Hindu,Tailoring,none,20000,12000,0,2,1,T2,4,20,1,0.5,Apparels,12,12,5000
230,,42,F,Hindu,Buffalo rearing,Daily wage labourer,30000,30000,0,2,1,T2,4,25,1,0.5,Animal husbandry,12,12,5000
231,,36,F,Hindu,Grocery store,none,25000,25000,0,2,1,T1,4,25,1,0.5,Agro Based Businesses,12,12,5000
232,,33,F,Hindu,Buffalo rearing,Agriculture,20000,30000,0,2,1,T1,4,25,1,0.5,Animal husbandry,12,12,5000
233,,45,F,Hindu,Paddy cultivation,Livestock rearing,20000,35000,0,4,1,T2,7,24,1,0.5,Farming/ Agriculture,12,12,5000
234,,45,F,Hindu,Buffalo rearing,Daily wage labourer,20000,35000,0,1,1,T1,4,25,1,0.5,Animal husbandry,12,12,5000
235,Mathurapur,26,F,General,Embroidery work,none,39600,3300,0,2,1,T2,2,300,1,0.5,Handicrafts,12,50,8000
236,Mathurapur,30,F,General,Embroidery work,none,36000,2900,0,2,1,T2,2,200,1,0.5,Handicrafts,12,50,8000
237,Mathurapur,28,F,General,Embroidery work,none,43200,3500,0,3,1,T1,2,200,1,0.5,Handicrafts,12,50,8000
238,NUAPADA,31,F,OBC,General store,Daily wage labourer,40000,3500,0,1,1,T1,2,110,1,0.5,Retail Store,12,12,5000
239,Mathurapur,33,F,General,Sweets shop,none,50400,4100,0,3,1,T2,2,200,1,0.5,Eateries,12,50,8000
240,Mathurapur,25,F,S.C,Grocery store,none,36000,2900,0,1,1,T2,2,200,1,0.5,Agro Based Businesses,12,50,8000
241,Mathurapur,34,F,General,Embroidery work,none,56400,4000,0,3,1,T2,2,180,1,0.5,Handicrafts,12,50,8000
242,Mathurapur,52,F,General,Fish vendor,none,48000,3800,0,0,1,T2,3,200,1,0.5,Meat Businesses,12,50,8000
243,Mathurapur,30,F,General,Embroidery work,none,38400,3200,0,3,1,T2,2,200,1,0.5,Handicrafts,12,50,8000
244,Mathurapur,30,F,General,Grocery store,none,42000,2500,0,1,1,T2,2,250,1,0.5,Agro Based Businesses,12,50,8000
245,Mathurapur,37,F,General,Fish vendor,none,42000,3500,0,0,1,T2,3,250,1,0.5,Meat Businesses,12,50,8000
246,Nilgiri,40,F,ST,Leaf plate making,Agriculture,12000,3000,0,2,1,T2,4,400,1,0.5,Agro Based Businesses,12,12,5000
247,Nilgiri,34,F,OBC,Goat rearing,Daily wage labourer,12000,3500,0,1,1,T2,3,600,1,0.5,Meat Businesses,12,12,5000
248,Mathurapur,50,F,General,Poultry farm,none,48000,3800,0,1,1,T1,2,250,1,0.5,Meat Businesses,12,50,5000
249,Nilgiri,28,F,OBC,Vegetable vendor,Agriculture,18000,3000,0,2,1,T2,4,500,1,0.5,Agro Based Businesses,12,12,5000
250,Mathurapur,39,F,General,Embroidery work,none,54000,4400,0,1,1,T1,4,200,1,0.5,Handicrafts,12,50,5000
251,Puri,43,M,OBC,Stationery Shop,none,24000,2000,0,0,1,R,3,200,1,0.5,Retail Store,12,12,5000
252,Puri,43,M,OBC,General store,none,24000,2000,0,0,1,R,3,200,1,0.5,Retail Store,12,12,5000
253,Nilgiri,38,F,ST,Paddy processing,Agriculture,24000,3000,0,1,1,T1,4,500,1,0.5,Agro Based Businesses,12,12,5000
254,Mathurapur,40,F,General,Tiffin center,none,54000,4100,0,2,1,T1,3,250,1,0.5,Eateries,12,50,5000
255,Puri,38,M,OBC,Tiffin center,none,30000,2000,0,2,1,R,4,300,1,0.5,Eateries,12,12,5000
256,Nilgiri,41,F,OBC,General store,Agriculture,24000,3000,0,2,1,T2,4,250,1,0.5,Retail Store,12,12,5000
257,Mathurapur,33,F,General,Poultry farm,none,48000,3800,0,2,1,T1,2,250,1,0.5,Meat Businesses,12,50,5000
258,Puri,58,M,OBC,Milk business,none,36000,2400,0,0,1,R,4,300,1,0.5,Animal husbandry,12,12,5000
259,Nilgiri,48,F,OBC,Poultry farm,Agriculture,12000,4000,0,0,1,T2,5,300,1,0.5,Meat Businesses,12,12,5000
260,Mathurapur,50,F,General,Embroidery work,none,54000,4400,0,2,1,T2,3,200,1,0.5,Handicrafts,12,50,5000
261,Nilgiri,29,F,ST,Pig rearing,Daily wage labourer,18000,2500,0,1,1,T2,4,200,1,0.5,Meat Businesses,12,12,5000
262,Nilgiri,33,F,ST,Pig rearing,Daily wage labourer,12000,3000,0,1,1,T2,3,150,1,0.5,Meat Businesses,12,12,5000
263,Nilgiri,48,F,OBC,Cycle repair shop,none,18000,4500,0,2,1,T2,4,450,1,0.5,Repair Services,12,12,5000
264,Nilgiri,45,F,OBC,Vegetable cultivation,Agriculture,18000,4500,0,0,1,T1,3,600,1,0.5,Farming/ Agriculture,12,12,5000
265,Nilgiri,33,F,OBC,Paddy processing,Agriculture,12000,5500,0,2,1,T2,4,300,1,0.5,Agro Based Businesses,12,12,5000
266,Nilgiri,22,F,ST,Poultry farm,Daily wage labourer,12000,3000,0,1,1,T2,3,300,1,0.5,Meat Businesses,12,12,5000
267,Nilgiri,32,F,OBC,Paddy processing,Agriculture,18000,4500,0,1,1,T2,4,350,1,0.5,Agro Based Businesses,12,12,5000
268,Niligiri,38,F,General,Snacks business,Agriculture,12000,4500,0,0,1,T1,3,600,1,0.5,Food Items,12,12,5000
269,Niligiri,40,F,OBC,Poultry farm,Agriculture,18000,5200,0,3,1,T1,5,300,1,0.5,Meat Businesses,12,12,5000
270,Puri,47,M,OBC,Grocery store,none,33000,2400,0,0,1,T2,3,300,1,0.5,Agro Based Businesses,12,12,5000
271,Puri,42,M,OBC,Milk business,none,36000,2700,0,1,1,T2,3,400,1,0.5,Animal husbandry,12,12,5000
272,Puri,19,M,OBC,Betel shop,none,15000,800,0,0,1,T2,2,200,1,0.5,Tobacco Related Activities,12,12,5000
273,Puri,38,M,OBC,Milk business,none,45000,3600,0,2,1,T2,4,200,1,0.5,Animal husbandry,12,12,5000
274,Puri,39,M,OBC,General store,none,25000,1800,0,1,1,T2,3,100,1,0.5,Retail Store,12,12,5000
275,Puri,28,M,OBC,Betel shop,none,1600,800,0,1,1,T2,3,400,1,0.5,Tobacco Related Activities,12,12,5000
276,Puri,58,F,OBC,Fish vendor,none,36000,2500,1,1,1,T1,5,100,1,0.5,Meat Businesses,12,12,5000
277,Puri,41,M,OBC,Betel shop,none,38000,2800,0,1,1,R,4,200,1,0.5,Tobacco Related Activities,12,12,5000
278,Puri,33,M,OBC,Cycle repair shop,none,20000,1200,0,1,1,T2,3,250,1,0.5,Repair Services,12,12,5000
279,Puri,25,M,OBC,Tea stall,none,30000,2000,0,1,1,T2,3,300,1,0.5,Eateries,12,12,5000
280,Puri,48,M,OBC,General store,none,18000,1000,0,0,1,T2,4,100,1,0.5,Retail Store,12,12,5000
281,Puri,41,M,OBC,Tailoring,none,15000,900,0,1,1,T2,3,400,1,0.5,Apparels,12,12,5000
282,Nilgiri,49,F,OBC,Goat rearing,Livestock rearing,12000,4000,0,0,1,T1,4,600,1,0.5,Meat Businesses,12,12,5000
283,Nilgiri,35,F,OBC,Provision store,Livestock rearing,0,2500,0,1,1,T1,3,200,1,0.5,Retail Store,12,12,5000
284,Balasore,33,F,OBC,Goat rearing,Agriculture,0,2500,0,1,1,T1,4,750,1,0.5,Meat Businesses,12,12,5000
285,Niligiri,38,F,OBC,Puffed rice business,Agriculture,24000,4000,0,0,1,T1,2,200,1,0.5,Eateries,12,12,5000
286,Niligiri,36,F,OBC,Paddy processing,Agriculture,24000,4800,0,1,1,T1,3,250,1,0.5,Agro Based Businesses,12,12,5000
287,Niligiri,36,F,OBC,Stationery Shop,Agriculture,40000,5000,0,1,1,T1,3,200,1,0.5,Retail Store,12,12,5000
288,Niligiri,48,F,General,Flower Business,Agriculture,24000,3000,0,0,1,T2,3,250,1,0.5,Agro Based Businesses,12,12,5000
289,Nilgiri,40,F,General,Paddy processing,Agriculture,12000,4000,0,1,1,T2,3,300,1,0.5,Agro Based Businesses,12,12,5000
290,Nilgiri,44,F,OBC,Paddy processing,Agriculture,12000,3500,0,0,1,T2,3,300,1,0.5,Agro Based Businesses,12,12,5000
291,Niligiri,38,F,OBC,Paddy processing,Agriculture,18000,6000,0,0,1,T2,3,150,1,0.5,Agro Based Businesses,12,12,5000
292,Niligiri,30,F,OBC,Paddy processing,Livestock rearing,18000,4000,0,1,1,T1,3,300,1,0.5,Agro Based Businesses,12,12,5000
293,Niligiri,32,F,Sc,Paddy processing,Agriculture,24000,4500,0,0,1,T2,3,200,1,0.5,Agro Based Businesses,12,12,5000
294,Nilgiri,38,F,OBC,Paddy processing,Agriculture,24000,4800,0,1,1,T1,3,450,1,0.5,Agro Based Businesses,12,12,5000
295,Nilgiri,36,F,OBC,Saree business,Agriculture,18000,4300,0,1,1,T1,3,200,1,0.5,Apparels,12,12,5000
296,Nilgiri,30,F,SC,Milk business,Daily wage labourer,18000,4000,0,2,1,T1,4,250,1,0.5,Animal husbandry,12,12,5000
297,Nilgiri,23,F,SC,Goat rearing,Agriculture,16800,4200,0,1,1,T2,3,150,1,0.5,Meat Businesses,12,12,5000
298,Nilgiri,36,F,OBC,Goat rearing,Agriculture,12000,4000,0,0,1,T2,3,300,1,0.5,Meat Businesses,12,12,5000
299,Niligiri,43,F,General,Pig rearing,Agriculture,12000,3000,0,0,1,T2,3,325,1,0.5,Meat Businesses,12,12,5000
300,Niligiri,47,F,SC,Vegetable cultivation,Others,6000,3750,0,1,1,T2,3,380,1,0.5,Farming/ Agriculture,12,12,5000
301,Niligiri,30,F,Minority,Chicken & mutton shop,Others,8400,3300,0,2,1,T2,4,325,1,0.5,Meat Businesses,12,12,5000
302,Niligiri,35,F,ST,Goat rearing,Livestock rearing,4800,2500,0,2,1,T2,2,250,1,0.5,Meat Businesses,12,12,5000
303,Niligiri,45,F,General,General store,none,9600,3100,0,1,1,T2,3,325,1,0.5,Retail Store,12,12,5000
304,Niligiri,42,F,General,Poultry farm,Others,8400,2300,0,0,1,T2,2,220,1,0.5,Meat Businesses,12,12,5000
305,Niligiri,45,F,SC,Milk business,Livestock rearing,4800,3800,0,1,1,T2,5,300,1,0.5,Animal husbandry,12,12,5000
306,Niligiri,43,F,SC,Poultry farm,Agriculture,6000,3500,0,2,1,T2,4,250,1,0.5,Meat Businesses,12,12,5000
307,Niligiri,26,F,SC,Poultry farm,Others,10800,3200,0,1,1,T2,3,280,1,0.5,Meat Businesses,12,12,5000
308,Niligiri,38,F,SC,Vegetable cultivation,Agriculture,7200,3000,1,0,1,T2,3,290,1,0.5,Farming/ Agriculture,12,12,5000
309,Niligiri,25,F,Minority,Chicken & mutton shop,none,6600,2800,0,0,1,T1,2,240,1,0.5,Meat Businesses,12,12,5000
310,Niligiri,41,F,General,Puffed rice business,Others,6000,3250,0,1,1,T2,4,400,1,0.5,Eateries,12,12,5000
311,Niligiri,32,F,ST,Goat rearing,Agriculture,9600,3500,0,2,1,T2,4,250,1,0.5,Meat Businesses,12,12,5000
312,Niligiri,48,F,Minority,Chicken & mutton shop,none,12000,3200,0,0,1,T2,3,300,1,0.5,Meat Businesses,12,12,5000
313,Niligiri,47,F,Minority,General store,none,6000,3500,0,0,1,T2,4,325,1,0.5,Retail Store,12,12,5000
314,Niligiri,30,F,General,Poultry farm,Livestock rearing,12000,3200,1,1,1,T2,4,320,1,0.5,Meat Businesses,12,12,5000
315,Puri,33,M,OBC,Milk business,none,18000,900,0,0,1,T2,2,200,1,0.5,Animal husbandry,12,12,5000
316,Puri,32,M,OBC,Milk business,none,16000,900,0,1,1,T2,3,100,1,0.5,Animal husbandry,12,12,5000
317,Puri,44,M,OBC,Milk business,none,18000,1100,0,0,1,T2,3,300,1,0.5,Animal husbandry,12,12,5000
318,Puri,42,M,OBC,Eggs selling,none,36000,1100,0,2,1,T2,4,400,1,0.5,Meat Businesses,12,12,5000
319,Puri,52,M,OBC,Milk business,none,42000,3000,0,2,1,T1,4,100,1,0.5,Animal husbandry,12,12,5000
320,Puri,26,M,OBC,Milk business,none,20000,1100,0,1,1,T2,3,200,1,0.5,Animal husbandry,12,12,5000
321,Puri,37,M,OBC,Milk business,none,38000,2800,0,2,1,T2,4,400,1,0.5,Animal husbandry,12,12,5000
322,Puri,39,M,OBC,Milk business,none,32000,2300,0,1,1,T2,3,200,1,0.5,Animal husbandry,12,12,5000
323,Puri,44,M,OBC,Stationery Shop,none,24000,1200,0,0,1,T2,3,100,1,0.5,Retail Store,12,12,5000
324,Puri,42,M,OBC,Milk business,Agriculture,40000,3000,0,4,1,T2,6,300,1,0.5,Animal husbandry,12,12,5000
325,Puri,30,M,OBC,Milk business,none,42000,3200,0,1,1,T2,1,500,1,0.5,Animal husbandry,12,12,5000
326,Puri,38,F,OBC,Carpenter/Wood business,none,38000,1500,0,0,1,T2,3,200,1,0.5,Carpentery work,12,12,5000
327,Puri,33,F,OBC,Tailoring,Agriculture,36000,1700,0,1,1,T2,3,200,1,0.5,Apparels,12,12,5000
328,Puri,50,F,GEN,Cloth business,none,36000,2400,0,0,1,T2,5,300,1,0.5,Apparels,12,12,5000
329,Coimbatore,40,F,BC,Electronic goods shop,none,55000,4000,0,2,1,T1,3,200,1,0.5,Retail Store,12,12,5000
330,Coimbatore,34,F,BC,Electronic goods shop,Others,60000,3000,0,1,1,T1,4,200,1,0.5,Retail Store,12,12,5000
331,Coimbatore,48,M,BC,Electronic goods shop,Others,48000,6500,0,0,1,T1,4,250,1,0.5,Retail Store,12,12,5000
332,Coimbatore,38,F,BC,Electronic goods shop,Others,6000,3000,0,2,1,T1,3,150,1,0.5,Retail Store,12,12,5000
333,Coimbatore,45,F,BC,Electronic goods shop,Others,60000,3000,0,1,1,R,2,150,1,0.5,Retail Store,12,12,5000
334,Coimbatore,46,F,BC,Electronic goods shop,Others,55000,4500,0,0,1,R,3,200,1,0.5,Retail Store,12,12,5000
335,Coimbatore,23,F,BC,Electronic goods shop,Others,48000,4500,0,0,1,T1,3,150,1,0.5,Retail Store,12,12,5000
336,Coimbatore,36,F,BC,Electronic goods shop,Others,48000,3500,0,2,1,R,3,100,1,0.5,Retail Store,12,12,5000
337,Coimbatore,44,F,BC,Electronic goods shop,Others,42000,3000,0,0,1,R,2,150,1,0.5,Retail Store,12,12,5000
338,Coimbatore,47,F,BC,Electronic goods shop,Others,36000,4500,0,0,1,T1,3,250,1,0.5,Retail Store,12,12,5000
339,Coimbatore,38,F,BC,Electronic goods shop,Others,36000,4000,0,2,1,T2,3,250,1,0.5,Retail Store,12,12,5000
340,Coimbatore,37,F,BC,Electronic goods shop,Others,48000,4500,0,2,1,R,3,150,1,0.5,Retail Store,12,12,5000
341,Coimbatore,27,F,BC,Electronic goods shop,Others,48000,3000,0,0,1,T2,3,250,1,0.5,Retail Store,12,12,5000
342,Coimbatore,47,F,BC,Electronic goods shop,Others,30000,4000,0,0,1,R,3,150,1,0.5,Retail Store,12,12,5000
343,Coimbatore,37,F,BC,Electronic goods shop,Others,36000,3000,0,1,1,T2,3,200,1,0.5,Retail Store,12,12,5000
344,Puri,44,F,General,Tailoring,none,30000,1500,0,1,1,R,3,300,1,0.5,Apparels,12,12,5000
345,Puri,35,F,OBC,Milk business,none,24000,1700,0,2,1,T2,4,300,1,0.5,Animal husbandry,12,12,5000
346,Puri,42,F,OBC,Paddy processing,none,30000,1900,0,0,1,R,4,300,1,0.5,Agro Based Businesses,12,12,5000
347,Puri,48,F,OBC,Milk business,none,38000,1800,0,0,1,R,4,300,1,0.5,Animal husbandry,12,12,5000
348,Puri,40,F,OBC,Milk business,none,30000,1800,0,1,1,T2,5,1000,1,0.5,Animal husbandry,12,12,5000
349,Puri,30,F,OBC,Carpenter/Wood business,none,36000,1800,0,2,1,T2,1,1500,1,0.5,Carpentery work,12,12,5000
350,Puri,33,F,General,Tailoring,none,18000,1300,0,0,1,T2,3,300,1,0.5,Apparels,12,12,5000
351,Puri,41,F,General,Milk business,none,33000,1600,0,1,1,T2,4,300,1,0.5,Animal husbandry,12,12,5000
352,NUAPADA,34,F,OBC,Poultry farm,Daily wage labourer,36000,3000,0,6,1,T1,8,112,1,0.5,Meat Businesses,12,12,5000
353,NUAPADA,26,F,ST,General store,none,40000,3500,0,2,1,T1,4,112,1,0.5,Retail Store,12,12,5000
354,NUAPADA,24,F,OBC,Fast Food Stall,none,36000,3500,0,1,1,T1,3,110,1,0.5,Eateries,12,12,5000
355,NUAPADA,41,F,ST,General store,none,48000,4000,0,1,1,T1,5,112,1,0.5,Retail Store,12,12,5000
356,NUAPADA,42,F,OBC,Goat rearing,Daily wage labourer,36000,3000,0,0,1,T1,2,111,1,0.5,Meat Businesses,12,12,5000
357,NUAPADA,28,F,SC,Vegetable cultivation,Agriculture,36000,3000,0,3,1,T1,5,110,1,0.5,Farming/ Agriculture,12,12,5000
358,NUAPADA,29,F,OBC,Vegetable cultivation,Daily wage labourer,36000,3000,0,1,1,T1,3,111,1,0.5,Farming/ Agriculture,12,12,5000
359,,48,F,OBC,Black smith,Daily wage labourer,48000,3500,0,0,1,T1,3,112,1,0.5,Construction Related Activities,12,12,5000
360,,45,F,OBC,General store,none,48000,4000,0,0,1,T1,4,112,1,0.5,Retail Store,12,12,5000
361,,22,F,OBC,Vegetable cultivation,Agriculture,36000,3000,0,1,1,T1,3,111,1,0.5,Farming/ Agriculture,12,12,5000
362,NUAPADA,19,F,OBC,Vegetable cultivation,none,36000,3000,0,0,1,T1,2,111,1,0.5,Farming/ Agriculture,12,12,5000
363,Mathurapur,39,F,General,Embroidery work,none,36000,3000,0,2,1,T1,4,220,1,0.5,Handicrafts,12,50,5000
364,Nuapada,39,F,SC,Poultry farm,Daily wage labourer,36000,3000,0,1,1,T1,1,112,1,0.5,Meat Businesses,12,12,5000
365,Mathurapur,37,F,General,Poultry farm,none,33600,2800,0,3,1,T1,5,225,1,0.5,Meat Businesses,12,50,5000
366,,28,F,SC,General store,Daily wage labourer,30000,3000,0,1,1,T1,1,112,1,0.5,Retail Store,12,12,5000
367,Mathurapur,31,F,General,Embroidery work,none,48000,3900,0,3,1,T2,5,250,1,0.5,Handicrafts,12,50,5000
368,,35,F,OBC,Goat rearing,Livestock rearing,40000,3500,0,1,1,T1,1,112,1,0.5,Meat Businesses,12,12,5000
369,Muzaffarpur,25,F,OBC,Laundry,none,60000,4500,0,2,1,T1,4,350,1,0.5,Laundry Services,12,50,5000
370,Muzaffarpur,27,F,OBC,Photo studio,none,60000,4000,0,1,1,T1,3,300,1,0.5,Retail Store,12,50,5000
371,Muzaffarpur,28,F,OBC,Medical shop,none,60000,4000,0,4,1,T1,6,350,1,0.5,Retail Store,12,50,5000
372,,38,F,OBC,Goat rearing,Livestock rearing,40000,3200,0,1,1,T1,1,110,1,0.5,Meat Businesses,12,12,5000
373,,30,F,OBC,Vegetable cultivation,Agriculture,50000,4000,0,3,1,T1,1,112,1,0.5,Farming/ Agriculture,12,12,5000
374,,30,F,SC,Paddy cultivation,Agriculture,36000,3000,0,0,1,T1,1,112,1,0.5,Farming/ Agriculture,12,12,5000
375,,24,F,OBC,Black smith,none,36000,3000,0,1,1,T1,1,112,1,0.5,Construction Related Activities,12,12,5000
376,,26,F,OBC,Poultry farm,Daily wage labourer,36000,3000,0,1,1,T1,3,112,1,0.5,Meat Businesses,12,12,5000
377,,21,F,OBC,General store,none,40000,3200,0,1,1,T1,1,112,1,0.5,Retail Store,12,12,5000
378,Mathurapur,28,F,General,Embroidery work,none,42000,3400,0,2,1,T2,4,250,1,0.5,Handicrafts,12,50,5000
379,,28,F,OBC,Poultry farm,Livestock rearing,36000,3000,0,3,1,T1,1,112,1,0.5,Meat Businesses,12,12,5000
380,NUAPADA,21,F,OBC,Goat rearing,none,36000,3000,0,2,1,T1,1,112,1,0.5,Meat Businesses,12,12,5000
381,,36,F,OBC,Broom selling,none,48000,4000,0,4,1,T1,1,112,1,0.5,Retail Sale,12,12,5000
382,,50,F,SC,General store,Daily wage labourer,36000,3000,0,0,1,T1,1,112,1,0.5,Retail Store,12,12,5000
383,Muzaffarpur,41,F,Other,Tailoring,none,72000,5000,0,3,1,T1,5,450,1,0.5,Apparels,12,50,5000
384,,23,F,OBC,Spices and condiments business,none,36000,3000,0,2,1,T1,1,112,1,0.5,Agro Based Businesses,12,12,5000
385,Puri,55,F,OBC,Vegetable vendor,none,18000,1000,1,0,1,T2,4,400,1,0.5,Agro Based Businesses,12,12,5000
386,Puri,43,M,OBC,Tiffin center,none,15000,900,0,1,1,T2,3,100,1,0.5,Eateries,12,12,5000
387,,36,F,ST,Spices and condiments business,none,48000,4000,0,3,1,T1,1,112,1,0.5,Agro Based Businesses,12,12,5000
388,Puri,31,M,OBC,Weaver,none,18000,900,0,2,1,T2,4,300,1,0.5,Apparels,12,12,5000
389,Muzaffarpur,26,F,OBC,Milk business,Daily wage labourer,72000,4000,0,0,1,T2,3,300,1,0.5,Animal husbandry,12,50,5000
390,Muzaffarpur,50,F,OBC,Tailoring,none,60000,4000,0,0,1,T2,3,400,1,0.5,Apparels,12,50,5000
391,,35,F,SC,Spices and condiments business,none,36000,3000,0,1,1,T1,1,112,1,0.5,Agro Based Businesses,12,12,5000
392,Puri,35,M,OBC,General store,none,20000,900,0,1,1,T2,3,400,1,0.5,Retail Store,12,12,5000
393,,22,F,ST,Spices and condiments business,none,36000,3000,0,1,1,T1,1,112,1,0.5,Agro Based Businesses,12,12,5000
394,,22,F,ST,Spices and condiments business,none,48000,4000,0,0,1,T1,1,112,1,0.5,Agro Based Businesses,12,12,5000
395,,51,F,ST,Spices and condiments business,none,48000,4000,0,0,1,T1,2,112,1,0.5,Agro Based Businesses,12,12,5000
396,NUAPADA,29,F,ST,Spices and condiments business,none,30000,3000,0,0,1,T1,1,112,1,0.5,Agro Based Businesses,12,12,5000
397,,25,F,ST,Spices and condiments business,none,36000,3000,0,0,1,T1,1,112,1,0.5,Agro Based Businesses,12,12,5000
398,,32,F,ST,Spices and condiments business,none,36000,3000,0,3,1,T1,1,112,1,0.5,Agro Based Businesses,12,12,5000
399,,54,F,ST,Spices and condiments business,none,36000,3000,0,3,1,T1,1,111,1,0.5,Agro Based Businesses,12,12,5000
400,,24,F,OBC,Vegetable cultivation,Daily wage labourer,36000,3000,0,4,1,T1,1,112,1,0.5,Farming/ Agriculture,12,12,5000
401,,30,F,ST,Poultry farm,Daily wage labourer,36000,3000,0,2,1,T1,1,111,1,0.5,Meat Businesses,12,12,5000
402,NUAPADA,25,F,OBC,General store,none,30000,3000,0,2,1,T1,1,111,1,0.5,Retail Store,12,12,5000
403,Muzaffarpur,46,F,OBC,Tailoring,none,60000,4500,0,2,1,T2,5,400,1,0.5,Apparels,12,50,5000
404,Muzaffarpur,48,F,OBC,Centering Work,Daily wage labourer,72000,4500,0,2,1,T2,5,400,1,0.5,Construction Related Activities,12,50,5000
405,Muzaffarpur,48,F,OBC,Readymade Garments,none,72000,4500,0,2,1,T2,4,350,1,0.5,Apparels,12,50,5000
406,,35,F,ST,Poultry farm,Daily wage labourer,36000,3000,0,2,1,T1,1,112,1,0.5,Meat Businesses,12,12,5000
407,,30,F,OBC,Tailoring,none,48000,4000,0,3,1,T1,1,112,1,0.5,Apparels,12,12,5000
408,,33,F,ST,Goat rearing,Daily wage labourer,40000,3200,0,5,1,T1,1,112,1,0.5,Meat Businesses,12,12,5000
409,,30,F,OBC,Tailoring,Daily wage labourer,36000,3000,0,2,1,T1,1,111,1,0.5,Apparels,12,12,5000
410,,24,F,ST,Poultry farm,Daily wage labourer,40000,3000,0,2,1,T1,1,111,1,0.5,Meat Businesses,12,12,5000
411,,49,F,ST,General store,none,35000,3200,0,0,1,T1,2,112,1,0.5,Retail Store,12,12,5000
412,,34,F,ST,General store,none,48000,4000,0,2,1,T1,1,112,1,0.5,Retail Store,12,12,5000
413,Muzaffarpur,47,F,OBC,Bakery,none,60000,4500,0,1,1,T2,4,400,1,0.5,Eateries,12,50,5000
414,,45,F,ST,Goat rearing,Daily wage labourer,60000,4500,0,0,1,T1,2,112,1,0.5,Meat Businesses,12,12,5000
415,Muzaffarpur,35,F,OBC,Tent House,Daily wage labourer,84000,5000,0,3,1,T2,6,400,1,0.5,Retail Store,12,50,5000
416,Muzaffarpur,43,F,OBC,Grocery store,none,48000,4000,0,2,1,T2,4,400,1,0.5,Agro Based Businesses,12,50,5000
417,Muzaffarpur,28,F,Other,Tailoring,none,72000,5000,0,4,1,T2,6,400,1,0.5,Apparels,12,50,5000
418,Muzaffarpur,40,F,OBC,Grocery store,none,72000,4500,0,3,1,T2,6,350,1,0.5,Agro Based Businesses,12,50,5000
419,NPD,42,F,OBC,Dry fish selling,none,50000,4000,0,2,1,T1,5,112,1,0.5,Meat Businesses,12,12,5000
420,NPD,23,F,OBC,Tailoring,none,30000,2500,0,2,1,T1,4,111,1,0.5,Apparels,12,12,5000
421,Muzaffarpur,45,F,OBC,Vegetable vendor,none,60000,4000,0,0,1,T2,3,400,1,0.5,Agro Based Businesses,12,50,5000
422,Nuapada,36,F,SC,General store,none,40000,3200,0,1,1,T1,4,112,1,0.5,Retail Store,12,12,5000
