,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
331,Hyundai Creta,Hyundai,Creta,4,80000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
333,Mahindra Scorpio,Mahindra,Scorpio,4,30000,Individual,Diesel,Manual,15.4,1997,120,7,1080000
334,Honda City,Honda,City,7,66100,Dealer,Diesel,Manual,26,1498,98.6,5,530000
335,Maruti Swift Dzire,Maruti,Swift Dzire,4,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,680000
336,Mahindra Scorpio,Mahindra,Scorpio,4,42000,Dealer,Diesel,Manual,15.4,1997,120,7,1025000
337,Hyundai i20,Hyundai,i20,4,55000,Individual,Petrol,Manual,18.6,1197,81.83,5,650000
338,Hyundai i10,Hyundai,i10,9,110699,Dealer,Petrol,Manual,20.36,1197,78.9,5,194000
339,Maruti Baleno,Maruti,Baleno,2,5000,Individual,Petrol,Automatic,21.4,1197,83.1,5,686000
340,Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,22.74,796,47.3,5,200000
341,Maruti Swift Dzire,Maruti,Swift Dzire,11,44000,Dealer,Petrol,Manual,19.1,1197,85.8,5,250000
342,Maruti Vitara,Maruti,Vitara,3,90000,Individual,Diesel,Manual,24.3,1248,88.5,5,730000
343,Hyundai Verna,Hyundai,Verna,5,55000,Dealer,Petrol,Manual,17.01,1591,121.3,5,650000
344,Maruti Vitara,Maruti,Vitara,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,790000
345,Maruti Baleno,Maruti,Baleno,4,30000,Individual,Petrol,Manual,21.4,1197,83.1,5,620000
346,Hyundai Verna,Hyundai,Verna,8,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,510000
347,Maruti Eeco,Maruti,Eeco,8,20000,Individual,Petrol,Manual,15.37,1196,73,5,375000
349,Maruti Swift Dzire,Maruti,Swift Dzire,4,19843,Trustmark Dealer,Petrol,Automatic,21.21,1197,81.8,5,620000
351,Ford Endeavour,Ford,Endeavour,10,30000,Individual,Diesel,Automatic,11.4,2953,153.86,7,950000
352,Toyota Innova,Toyota,Innova,4,52300,Dealer,Diesel,Manual,13.68,2393,147.51,7,1450000
353,Honda City,Honda,City,5,40000,Individual,Petrol,Automatic,18,1497,117.3,5,845000
354,Maruti Swift Dzire,Maruti,Swift Dzire,7,61500,Dealer,Diesel,Manual,23.4,1248,74,5,390000
355,Honda Amaze,Honda,Amaze,6,59000,Dealer,Petrol,Manual,18,1198,86.7,5,395000
356,Hyundai Grand,Hyundai,Grand,3,40000,Individual,Petrol,Manual,18.9,1197,81.86,5,450000
357,Audi A6,Audi,A6,8,60000,Individual,Diesel,Automatic,17.68,1968,174.33,5,1700000
358,Hyundai Grand,Hyundai,Grand,8,61000,Dealer,Petrol,Manual,18.9,1197,82,5,325000
359,Mahindra KUV,Mahindra,KUV,5,70000,Individual,Diesel,Manual,25.32,1198,77,6,350000
360,Mahindra XUV500,Mahindra,XUV500,8,63000,Dealer,Diesel,Manual,15.1,2179,140,7,650000
361,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,58000,Dealer,Petrol,Manual,12.3,1796,185,5,1250000
364,Maruti Swift Dzire,Maruti,Swift Dzire,4,22000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
365,Honda City,Honda,City,11,57977,Dealer,Petrol,Manual,17,1497,118,5,299000
367,Land Rover Rover,Land Rover,Rover,3,13000,Dealer,Petrol,Automatic,12.19,1997,237.36,4,7000000
368,Mini Cooper,Mini,Cooper,9,67000,Dealer,Petrol,Automatic,17.33,1998,189.08,4,1325000
369,Maruti Ertiga,Maruti,Ertiga,7,48242,Dealer,Diesel,Manual,20.77,1248,88.76,7,524000
370,Ford Figo,Ford,Figo,9,68000,Dealer,Diesel,Manual,20,1399,68.05,5,169000
371,Maruti Ertiga,Maruti,Ertiga,7,40000,Individual,Diesel,Manual,20.77,1248,88.8,7,500000
372,Audi Q7,Audi,Q7,9,98000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2000000
373,Maruti Swift Dzire,Maruti,Swift Dzire,8,113450,Individual,Diesel,Manual,23.4,1248,74,5,380000
374,Maruti Wagon R,Maruti,Wagon R,3,80000,Individual,Petrol,Automatic,20.51,998,67,5,400000
375,Hyundai Santro,Hyundai,Santro,1,1000,Dealer,Petrol,Automatic,20.3,1086,68,5,565000
376,Maruti Wagon R,Maruti,Wagon R,6,20292,Dealer,Petrol,Manual,20.51,998,67.04,5,335000
377,Mahindra Scorpio,Mahindra,Scorpio,11,67900,Dealer,Diesel,Manual,12.05,2179,120,7,300000
379,Mahindra Scorpio,Mahindra,Scorpio,6,40000,Dealer,Diesel,Manual,15.4,1997,120,7,1051000
380,Hyundai Grand,Hyundai,Grand,4,60000,Individual,Diesel,Manual,24,1186,73.97,5,510000
381,Renault KWID,Renault,KWID,3,25000,Individual,Petrol,Automatic,24.04,999,67,5,370000
382,Maruti Wagon R,Maruti,Wagon R,15,70000,Individual,Petrol,Manual,18.9,998,67.1,5,200000
383,Maruti Baleno,Maruti,Baleno,3,21000,Individual,Diesel,Manual,27.39,1248,74,5,625000
384,Mahindra Scorpio,Mahindra,Scorpio,3,39000,Dealer,Diesel,Manual,16.36,2179,140,7,1290000
385,Hyundai Creta,Hyundai,Creta,4,30000,Dealer,Petrol,Manual,15.8,1591,121.3,5,890000
386,Hyundai Verna,Hyundai,Verna,9,61000,Dealer,Diesel,Manual,22.32,1582,126.3,5,420000
387,Maruti Swift,Maruti,Swift,4,5743,Trustmark Dealer,Petrol,Manual,20.4,1197,83.11,5,500000
389,Hyundai Grand,Hyundai,Grand,3,24200,Individual,Petrol,Manual,18.9,1197,81.86,5,600000
390,Maruti Baleno,Maruti,Baleno,4,57000,Individual,Diesel,Manual,27.39,1248,74,5,590000
391,Hyundai i10,Hyundai,i10,10,58000,Dealer,Petrol,Manual,20.36,1197,78.9,5,190000
392,Datsun GO,Datsun,GO,4,15000,Individual,Petrol,Manual,19.44,1198,67,7,500000
393,Maruti Celerio,Maruti,Celerio,4,10000,Individual,Petrol,Manual,23.1,998,67.04,5,450000
396,Mahindra XUV500,Mahindra,XUV500,6,100000,Individual,Diesel,Manual,15.1,2179,140,7,650000
397,BMW Z4,BMW,Z4,1,2000,Dealer,Petrol,Automatic,11.29,2998,335,2,8250000
398,Maruti Wagon R,Maruti,Wagon R,1,10000,Individual,Petrol,Manual,20.52,1197,81.8,5,500000
400,Maruti Alto,Maruti,Alto,12,43000,Individual,Petrol,Manual,19.7,796,46.3,5,140000
401,Honda Amaze,Honda,Amaze,8,64000,Dealer,CNG,Manual,18,1198,86.7,5,349000
402,Maruti Wagon R,Maruti,Wagon R,7,30000,Individual,Petrol,Manual,20.51,998,67.06,5,325000
403,Honda City,Honda,City,7,63000,Dealer,Petrol,Manual,17.8,1497,117.3,5,435000
404,Maruti Celerio,Maruti,Celerio,3,28000,Dealer,CNG,Manual,31.79,998,58.33,5,455000
405,Land Rover Rover,Land Rover,Rover,3,25000,Individual,Petrol,Automatic,9.17,2995,335.25,7,6200000
406,Honda City,Honda,City,4,32226,Dealer,Petrol,Manual,17.8,1497,117.3,5,755000
410,Maruti Alto,Maruti,Alto,7,65000,Individual,Petrol,Manual,23.95,998,67.05,5,245000
411,Kia Seltos,Kia,Seltos,2,14000,Dealer,Diesel,Manual,20.8,1493,113.4,5,1350000
414,Renault KWID,Renault,KWID,3,15000,Individual,Petrol,Automatic,24.04,999,67,5,310000
416,BMW 6,BMW,6,3,30000,Individual,Petrol,Automatic,14.28,1998,254.7,4,5500000
418,Maruti Swift Dzire,Maruti,Swift Dzire,3,32000,Dealer,Diesel,Manual,19.3,1248,73.9,5,675000
419,Maruti Wagon R,Maruti,Wagon R,2,30000,Individual,Petrol,Manual,20.52,1197,81.8,5,500000
420,Hyundai i10,Hyundai,i10,11,25000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
421,Mahindra Scorpio,Mahindra,Scorpio,5,35000,Individual,Diesel,Automatic,15.4,2179,120,7,1450000
422,Mahindra Scorpio,Mahindra,Scorpio,8,140000,Individual,Diesel,Manual,12.05,2179,120,8,530000
423,Ford Ecosport,Ford,Ecosport,7,65597,Trustmark Dealer,Diesel,Manual,22.7,1498,89.84,5,575000
424,Hyundai i20,Hyundai,i20,4,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
425,Maruti Ciaz,Maruti,Ciaz,7,160000,Individual,Diesel,Manual,26.21,1248,88.5,5,500000
426,Maruti Baleno,Maruti,Baleno,1,7124,Individual,Petrol,Manual,21.01,1197,81.8,5,643000
427,Ford Ecosport,Ford,Ecosport,2,15000,Individual,Petrol,Manual,18.1,999,123.24,5,1000000
430,Hyundai Grand,Hyundai,Grand,5,34000,Individual,Petrol,Manual,18.9,1197,82,5,550000
432,Volkswagen Vento,Volkswagen,Vento,10,280000,Individual,Diesel,Manual,20.54,1598,103.6,5,300000
433,Tata Tigor,Tata,Tigor,3,40000,Individual,Petrol,Manual,20.3,1199,84,5,470000
434,Honda City,Honda,City,7,77000,Dealer,Diesel,Manual,26,1498,98.6,5,525000
435,Datsun GO,Datsun,GO,4,15000,Individual,Petrol,Manual,19.44,1198,67,7,469000
436,Maruti Alto,Maruti,Alto,9,60000,Individual,Petrol,Manual,20.92,998,67.1,5,210000
437,Maruti Alto,Maruti,Alto,8,120000,Individual,Petrol,Manual,22.74,796,47.3,5,200000
438,Renault KWID,Renault,KWID,2,2500,Individual,Petrol,Manual,23.01,999,67,5,400000
439,Jaguar XF,Jaguar,XF,8,50000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2150000
440,Maruti Celerio,Maruti,Celerio,5,46500,Individual,Petrol,Manual,23.1,998,67.04,5,340000
441,Maruti Alto,Maruti,Alto,16,5000,Individual,Petrol,Manual,19.7,796,46.3,5,95000
443,Maruti Swift,Maruti,Swift,9,68000,Individual,Diesel,Manual,22.9,1248,74,5,381000
444,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,45000,Dealer,Diesel,Automatic,14.94,2143,204,5,775000
445,Maruti Swift Dzire,Maruti,Swift Dzire,4,20000,Individual,Diesel,Manual,28.4,1248,74.02,5,700000
446,Maruti Ciaz,Maruti,Ciaz,4,106000,Dealer,Diesel,Manual,28.09,1248,88.5,5,675000
447,Honda City,Honda,City,6,28000,Dealer,Petrol,Automatic,18,1497,117.3,5,670000
448,Mahindra XUV500,Mahindra,XUV500,3,50000,Individual,Diesel,Manual,16,2179,140,7,1050000
450,BMW X5,BMW,X5,2,19000,Individual,Diesel,Automatic,13.38,2993,265,5,7900000
451,Honda City,Honda,City,10,55000,Dealer,Petrol,Manual,17,1497,118,5,360000
452,Ford Figo,Ford,Figo,4,53000,Individual,Diesel,Manual,25.83,1498,99,5,400000
453,Hyundai Verna,Hyundai,Verna,7,89000,Dealer,Diesel,Manual,22.32,1582,126.32,5,470000
454,Maruti Alto,Maruti,Alto,3,22000,Individual,Petrol,Manual,24.7,796,47.3,5,304000
456,Honda City,Honda,City,7,69000,Dealer,Diesel,Manual,26,1498,98.6,5,490000
457,Mahindra Scorpio,Mahindra,Scorpio,5,155000,Individual,Diesel,Manual,15.4,1997,120,7,864000
458,Mahindra XUV500,Mahindra,XUV500,8,85000,Dealer,Diesel,Manual,16,2179,140,7,480000
460,Maruti Wagon R,Maruti,Wagon R,2,3600,Dealer,Petrol,Automatic,20.52,1197,81.8,5,575000
462,Maruti Baleno,Maruti,Baleno,2,5000,Individual,Petrol,Automatic,21.4,1197,83.1,5,686000
465,Toyota Innova,Toyota,Innova,6,143000,Dealer,Diesel,Manual,12.99,2494,100,7,780000
466,Audi A6,Audi,A6,3,24000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,3490000
468,MG Hector,MG,Hector,2,28000,Dealer,Diesel,Manual,17.41,1956,167.68,5,1699000
470,Maruti Swift,Maruti,Swift,2,44000,Individual,Diesel,Manual,28.4,1248,74,5,800000
471,Maruti Baleno,Maruti,Baleno,3,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,680000
472,Toyota Fortuner,Toyota,Fortuner,11,200000,Individual,Diesel,Manual,11.5,2982,171,7,1200000
473,Toyota Innova,Toyota,Innova,9,187031,Dealer,Diesel,Manual,12.99,2494,100,8,525000
474,Ford Ecosport,Ford,Ecosport,2,22346,Dealer,Petrol,Manual,17,1497,121.36,5,955000
475,Hyundai i20,Hyundai,i20,9,120000,Individual,Diesel,Manual,21.9,1396,90,5,350000
476,Maruti Vitara,Maruti,Vitara,1,1000,Dealer,Petrol,Manual,17.03,1462,103.26,5,800000
477,Maruti Alto,Maruti,Alto,16,56700,Individual,Petrol,Manual,19.7,796,46.3,5,75000
478,Mahindra XUV500,Mahindra,XUV500,6,170000,Individual,Diesel,Manual,16,2179,140,7,825000
479,Mahindra Marazzo,Mahindra,Marazzo,2,60000,Individual,Diesel,Manual,17.3,1497,121,8,1476000
480,Honda Jazz,Honda,Jazz,3,40000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,670000
481,Maruti Alto,Maruti,Alto,9,28000,Dealer,Petrol,Manual,19.7,796,46.3,5,180000
483,Hyundai Grand,Hyundai,Grand,4,35000,Individual,Petrol,Manual,18.9,1197,81.86,5,490000
484,Maruti Baleno,Maruti,Baleno,4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000
485,Hyundai i10,Hyundai,i10,7,40000,Individual,Petrol,Manual,20.36,1197,78.9,5,350000
487,Toyota Innova,Toyota,Innova,2,35000,Individual,Diesel,Manual,13.68,2393,147.8,8,1500000
489,Ford Figo,Ford,Figo,9,74000,Dealer,Diesel,Manual,20,1399,68.05,5,190000
491,Renault Duster,Renault,Duster,7,46500,Individual,Diesel,Manual,20.45,1461,83.8,5,460000
492,Maruti Swift,Maruti,Swift,2,8000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,650000
493,Maruti Ciaz,Maruti,Ciaz,5,120000,Individual,Diesel,Manual,28.09,1248,88.5,5,700000
496,Maruti Swift,Maruti,Swift,4,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,455000
498,Maruti Swift,Maruti,Swift,7,54000,Dealer,Petrol,Manual,22,1197,81.8,5,365000
500,Maruti Swift Dzire,Maruti,Swift Dzire,7,11275,Dealer,Petrol,Manual,19.1,1197,85.8,5,470000
502,Toyota Fortuner,Toyota,Fortuner,3,35000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2950000
504,Maruti Swift,Maruti,Swift,9,48000,Individual,Diesel,Manual,22.9,1248,74,5,400000
505,Renault Duster,Renault,Duster,6,68000,Dealer,Diesel,Manual,19.87,1461,83.8,5,550000
506,Honda Civic,Honda,Civic,2,23000,Dealer,Petrol,Automatic,13.9,1799,130.2,5,1519000
507,Maruti Swift Dzire,Maruti,Swift Dzire,3,31500,Individual,Diesel,Automatic,28.4,1248,74.02,5,740000
512,Honda Amaze,Honda,Amaze,8,73000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
513,Hyundai Grand,Hyundai,Grand,1,10000,Individual,Petrol,Automatic,20.7,1197,81.86,5,600000
514,Honda Amaze,Honda,Amaze,8,208000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
515,Hyundai i10,Hyundai,i10,11,30000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
516,Maruti Wagon R,Maruti,Wagon R,5,83000,Dealer,CNG,Manual,26.6,998,58.16,5,345000
517,Mahindra Scorpio,Mahindra,Scorpio,3,60000,Individual,Diesel,Manual,15.4,2523,75,7,900000
518,Mahindra XUV500,Mahindra,XUV500,5,83000,Dealer,Diesel,Manual,16,1997,140,7,1025000
519,Isuzu D-Max,Isuzu,D-Max,4,58132,Dealer,Diesel,Manual,12.4,2499,134,5,1450000
520,Maruti Swift,Maruti,Swift,6,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,400000
521,Honda Amaze,Honda,Amaze,7,45120,Dealer,Diesel,Manual,25.8,1498,98.6,5,367000
522,Hyundai Grand,Hyundai,Grand,2,15000,Individual,Petrol,Automatic,18.9,1197,81.86,5,535000
523,Maruti Ertiga,Maruti,Ertiga,2,15000,Individual,Petrol,Manual,19.34,1462,103,7,805000
524,MG Hector,MG,Hector,1,1000,Dealer,Petrol,Manual,15.81,1451,141,5,1488000
525,Hyundai i10,Hyundai,i10,9,64000,Individual,Petrol,Manual,20.36,1197,78.9,5,250000
526,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,98000,Dealer,Diesel,Automatic,14.21,2143,203,5,700000
527,Maruti Vitara,Maruti,Vitara,5,65000,Dealer,Diesel,Manual,24.3,1248,88.5,5,675000
528,Maruti Swift,Maruti,Swift,6,84000,Dealer,Diesel,Manual,28.4,1248,74,5,425000
529,Maruti Alto,Maruti,Alto,6,33000,Individual,Petrol,Manual,22.74,796,47.3,5,260000
531,Honda City,Honda,City,5,55670,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
532,Maruti Baleno,Maruti,Baleno,4,50000,Individual,Diesel,Manual,27.39,1248,74,5,560000
533,Hyundai Verna,Hyundai,Verna,15,148000,Individual,Diesel,Manual,16.8,1493,110,5,155000
534,Porsche Cayenne,Porsche,Cayenne,5,47000,Dealer,Diesel,Automatic,15.15,2967,240,5,5975000
535,Maruti Ertiga,Maruti,Ertiga,2,18000,Dealer,Petrol,Manual,19.01,1462,103.26,7,800000
536,BMW 3,BMW,3,10,52420,Dealer,Diesel,Automatic,22.69,1995,190,5,750000
537,Hyundai Grand,Hyundai,Grand,6,10000,Individual,Petrol,Manual,18.9,1197,82,5,350000
538,Toyota Innova,Toyota,Innova,5,40000,Individual,Diesel,Manual,13.68,2393,147.8,8,1380000
540,Mahindra Scorpio,Mahindra,Scorpio,6,50000,Individual,Diesel,Manual,15.4,2179,120,7,1000000
541,Maruti Ertiga,Maruti,Ertiga,3,50000,Individual,Petrol,Manual,17.5,1373,91.1,7,700000
542,Maruti Swift Dzire,Maruti,Swift Dzire,12,76963,Individual,Petrol,Manual,17.5,1298,85.8,5,230000
543,BMW 5,BMW,5,5,52890,Dealer,Diesel,Automatic,18.12,1995,190,5,2800000
544,Maruti Alto,Maruti,Alto,5,45000,Dealer,CNG,Manual,30.46,796,47.3,5,350000
546,Maruti Baleno,Maruti,Baleno,3,25000,Individual,Diesel,Manual,27.39,1248,74,5,825000
547,Renault KWID,Renault,KWID,3,10103,Dealer,Petrol,Manual,25.17,799,53.3,5,325000
549,BMW X1,BMW,X1,7,24000,Dealer,Diesel,Automatic,17.05,1995,184,5,1675000
550,Mahindra XUV500,Mahindra,XUV500,7,47240,Dealer,Diesel,Manual,15.1,2179,140,7,800000
551,Maruti Celerio,Maruti,Celerio,2,30000,Individual,Petrol,Manual,23.1,998,67.04,5,400000
552,Toyota Innova,Toyota,Innova,3,58000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1750000
554,Audi A4,Audi,A4,8,65000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1200000
555,Hyundai i20,Hyundai,i20,6,35213,Dealer,Diesel,Manual,22.54,1396,88.73,5,535000
556,Hyundai Grand,Hyundai,Grand,6,35000,Individual,Petrol,Manual,18.9,1197,82,5,356000
557,Mahindra XUV500,Mahindra,XUV500,9,92000,Dealer,Diesel,Manual,16,2179,140,7,550000
558,Maruti Eeco,Maruti,Eeco,3,34500,Dealer,CNG,Manual,21.94,1196,61.7,5,360000
559,Maruti Ertiga,Maruti,Ertiga,4,50000,Individual,Diesel,Manual,24.52,1248,88.5,7,700000
560,Hyundai Grand,Hyundai,Grand,5,30000,Individual,Petrol,Manual,18.9,1197,82,5,390000
561,Toyota Fortuner,Toyota,Fortuner,9,51000,Dealer,Diesel,Automatic,12.55,2982,168.7,7,1245000
562,Mahindra XUV500,Mahindra,XUV500,4,60000,Individual,Diesel,Automatic,16,2179,140,7,1150000
563,Maruti Wagon R,Maruti,Wagon R,10,83000,Dealer,Petrol,Manual,18.9,998,67.1,5,180000
564,Skoda Rapid,Skoda,Rapid,7,70000,Dealer,Petrol,Manual,15,1598,103.52,5,425000
565,Ford Freestyle,Ford,Freestyle,2,50000,Individual,Petrol,Manual,19,1194,94.68,5,650000
567,Maruti Swift,Maruti,Swift,9,60000,Individual,Diesel,Manual,22.9,1248,74,5,400000
568,Honda City,Honda,City,12,51000,Dealer,Petrol,Manual,17,1497,118,5,275000
570,Maruti Alto,Maruti,Alto,10,40000,Individual,Petrol,Manual,19.7,796,46.3,5,170000
571,Skoda Superb,Skoda,Superb,11,100000,Individual,Petrol,Manual,13.14,1798,157.8,5,235000
572,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,160000,Individual,Diesel,Automatic,14.84,2143,170,5,700000
573,Maruti Alto,Maruti,Alto,7,70000,Individual,Petrol,Manual,23.95,998,67.05,5,250000
574,Maruti Swift,Maruti,Swift,8,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,350000
577,Hyundai i20,Hyundai,i20,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,480000
578,Maruti Swift Dzire,Maruti,Swift Dzire,4,30000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,690000
580,Maruti Ciaz,Maruti,Ciaz,6,60000,Individual,Diesel,Manual,26.21,1248,88.5,5,670000
581,Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,20.92,998,67.1,5,250000
582,Mahindra Scorpio,Mahindra,Scorpio,4,42000,Dealer,Diesel,Manual,15.4,2523,75,7,935000
583,Hyundai Verna,Hyundai,Verna,2,15000,Individual,Petrol,Manual,17,1591,121.3,5,1030000
584,Maruti Wagon R,Maruti,Wagon R,16,33650,Individual,Petrol,Manual,18.9,998,67.1,5,110000
588,Hyundai i20,Hyundai,i20,6,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,470000
589,Maruti Swift,Maruti,Swift,6,30000,Individual,Petrol,Manual,20.4,1197,81.8,5,370000
591,Maruti Celerio,Maruti,Celerio,3,100000,Individual,Petrol,Automatic,23.1,998,67.04,5,450000
592,Maruti Wagon R,Maruti,Wagon R,5,58000,Dealer,CNG,Manual,26.2,998,58.2,5,275000
594,Maruti Swift Dzire,Maruti,Swift Dzire,2,4000,Individual,Petrol,Automatic,21.21,1197,81.8,5,731000
595,Maruti Wagon R,Maruti,Wagon R,5,60000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
598,Tata Nexon,Tata,Nexon,3,60000,Individual,Diesel,Manual,21.5,1497,108.5,5,900000
599,Honda Amaze,Honda,Amaze,5,34000,Dealer,Petrol,Manual,18,1198,86.7,5,500000
600,Datsun GO,Datsun,GO,4,42000,Individual,Petrol,Manual,20.63,1198,67.06,5,330000
601,Tata Hexa,Tata,Hexa,3,60000,Individual,Diesel,Manual,17.6,2179,153.86,7,1400000
602,Hyundai Verna,Hyundai,Verna,8,80000,Individual,Diesel,Manual,22.32,1582,126.3,5,540000
604,Mahindra Bolero,Mahindra,Bolero,13,120000,Individual,Diesel,Manual,13.6,2523,63,7,375000
605,Toyota Fortuner,Toyota,Fortuner,5,50000,Dealer,Petrol,Automatic,10.26,2694,163.7,7,2600000
606,Ford Ecosport,Ford,Ecosport,5,35200,Dealer,Petrol,Automatic,14.7,1496,120.69,5,725000
607,Hyundai i20,Hyundai,i20,1,3700,Trustmark Dealer,Petrol,Manual,18.6,1197,81.86,5,765000
608,Maruti Wagon R,Maruti,Wagon R,5,25000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
609,Toyota Fortuner,Toyota,Fortuner,4,64000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2625000
610,Mahindra XUV500,Mahindra,XUV500,8,50000,Dealer,Diesel,Manual,15.1,2179,140,7,621000
611,Maruti Swift Dzire,Maruti,Swift Dzire,2,15000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
612,Mahindra XUV300,Mahindra,XUV300,2,30000,Individual,Petrol,Manual,17,1197,110,5,1130000
613,Maruti Swift Dzire,Maruti,Swift Dzire,1,35000,Individual,Petrol,Manual,21.21,1197,81.8,5,670000
614,Ford Endeavour,Ford,Endeavour,4,62876,Dealer,Diesel,Automatic,10.91,3198,197,7,2875000
615,Honda Amaze,Honda,Amaze,6,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000
616,Maruti Swift Dzire,Maruti,Swift Dzire,6,84003,Individual,Diesel,Manual,26.59,1248,74,5,530000
617,Mahindra Thar,Mahindra,Thar,4,55000,Dealer,Diesel,Manual,16.55,2498,105,6,850000
618,Maruti Alto,Maruti,Alto,5,42000,Dealer,CNG,Manual,33.44,796,40.3,4,260000
620,Maruti Alto,Maruti,Alto,8,31000,Dealer,Petrol,Manual,20.92,998,67.1,5,230000
622,Ford Ecosport,Ford,Ecosport,8,80000,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
623,Tata Nexon,Tata,Nexon,2,6000,Individual,Petrol,Manual,17,1198,108.5,5,750000
625,Land Rover Rover,Land Rover,Rover,2,12000,Dealer,Diesel,Automatic,12.63,2179,147.5,5,4000000
627,Skoda Superb,Skoda,Superb,8,65000,Dealer,Diesel,Manual,17.2,1968,138.1,5,499000
628,Honda Jazz,Honda,Jazz,4,30000,Dealer,Petrol,Manual,18.7,1199,88.7,5,525000
629,Hyundai i20,Hyundai,i20,7,10000,Individual,Petrol,Manual,18.6,1197,81.83,5,535000
630,Maruti Dzire VXI,Maruti,Dzire VXI,5,62150,Dealer,Petrol,Manual,23.26,1197,88.5,5,485000
631,Mahindra XUV500,Mahindra,XUV500,6,47300,Dealer,Diesel,Manual,15.1,2179,140,7,745000
632,Ford Aspire,Ford,Aspire,6,63000,Dealer,Diesel,Manual,25.83,1498,99,5,475000
633,Hyundai Grand,Hyundai,Grand,7,80000,Individual,Diesel,Manual,24,1120,70,5,300000
634,Volvo S90,Volvo,S90,5,20400,Dealer,Diesel,Automatic,18,1969,190,5,3650000
638,Maruti Alto,Maruti,Alto,5,71000,Dealer,Petrol,Manual,24.7,796,47.3,5,299000
639,Maruti Ertiga,Maruti,Ertiga,4,52000,Dealer,Diesel,Manual,24.52,1248,88.5,7,695000
641,Hyundai i20,Hyundai,i20,8,70000,Individual,Petrol,Manual,18.5,1197,82.85,5,400000
642,Hyundai Grand,Hyundai,Grand,1,20000,Individual,Petrol,Manual,20.7,1197,81.86,5,650000
643,Hyundai Grand,Hyundai,Grand,6,70000,Individual,Diesel,Manual,24,1120,70,5,455000
645,Maruti Wagon R,Maruti,Wagon R,13,100000,Individual,Petrol,Manual,18.9,1061,67,5,150000
646,Honda Amaze,Honda,Amaze,3,50000,Individual,Petrol,Manual,17.8,1198,86.7,5,550000
647,Hyundai i20,Hyundai,i20,6,67000,Dealer,Diesel,Manual,22.54,1396,88.73,5,500000
648,Hyundai Verna,Hyundai,Verna,8,70000,Dealer,Diesel,Manual,22.32,1582,126.3,5,365000
649,Honda Amaze,Honda,Amaze,2,21100,Dealer,Petrol,Automatic,18.1,1199,88.7,5,775000
650,Hyundai Grand,Hyundai,Grand,6,50000,Individual,Petrol,Manual,18.9,1197,82,5,310000
651,Hyundai Venue,Hyundai,Venue,2,27594,Trustmark Dealer,Petrol,Manual,18.27,998,118.35,5,995000
652,Hyundai i10,Hyundai,i10,9,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,190000
653,Toyota Innova,Toyota,Innova,5,37000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1575000
654,Honda WR-V,Honda,WR-V,2,25000,Individual,Petrol,Manual,17.5,1199,88.7,5,906000
655,Ford Ecosport,Ford,Ecosport,4,35000,Individual,Diesel,Manual,23,1498,98.96,5,785000
656,Maruti Alto,Maruti,Alto,10,11266,Dealer,Petrol,Manual,20.92,998,67.1,5,235000
